id,product,certification,origin,uses,instructions_for_use,preserving_instruction,expiry
56,56,Chứng nhận hữu cơ theo tiêu chuẩn AsureQuality của New Zealand,Sản phẩm được đóng gói tại Chilê,"- Dâu tây giàu vitamin C giúp tăng cường khả năng miễn dịch và chống lại nhiễm trùng. Chỉ một chén dâu tây có thể đáp ứng nhu cầu vitamin C của cơ thể trong cả ngày.Thành phần fisetin có trong dâu tây được coi như một flavonoid tự nhiên giúp tăng cường trí nhớ và kích thích các dây thần kinh. Ăn dâu tây còn giúp ngăn ngừa suy giảm chức năng nhận thức.Dâu tây chứa lượng calo thấp và nhiều chất xơ. Một chén dâu tây chỉ chứa 53 calo và chất xơ giúp bạn no lâu hơn. Chúng cũng chứa vitamin C có tác dụng tăng cường trao đổi chất và giúp cơ thể đốt cháy calo nhanh hơn.
- Việt quất không chỉ có hương vị tuyệt vời mà còn có nhiều công dụng cho sức khỏe
	Giảm nguy cơ mắc bệnh béo phì, tiểu đường, tim mạch.
	Giúp làn da và mái tóc khỏe mạnh.
	Cung cấp năng lượng cho cơ thể và giữ gìn vóc dáng cân đối.
- Quả mâm xôi có nhiều tanin, có tác dụng ngăn chặn alpha-amylase, một loại enzyme tiêu hóa cần thiết cho quá trình thủy phân tinh bột. Bằng cách ngăn chặn enzyme tiêu hóa alpha-amylase, quả mâm xôi có tác dụng làm giảm số lượng carbs hấp thụ sau bữa ăn, và làm giảm tác động đến lượng đường trong máu của bạn.Quả mâm xôi chứa axit ellagic - một trong những chất chống oxy hóa có khả năng vừa ngăn ngừa tổn thương oxy hóa vừa giúp tái tạo những DNA bị tổn thương.
- Phúc bồn tử hay còn gọi là quả mâm xôi là một loại cây thuộc họ dâu. Có hai loại, quả có màu đen vị ngọt nhẹ và quả màu đỏ sẫm có vị chua. Phúc bồn tử được thế giới xếp hàng thượng phẩm trong biểu đồ đánh giá thực phẩm, nhiều lợi ích hơn cả việt quất, dâu tây, nho đen, cherry... vì giàu các vitamin, khoáng chất, và chất xơ. Đây cũng là loại quả được sử dụng rất nhiều trong các công thức làm các thức uống detox (thải độc) cho cơ thể khỏe đẹp hơn",Không rõ,Không rõ,Không rõ
55,55,Chứng nhận hữu cơ tiêu chuẩn AsureQuality của New Zealand,Sản xuất tại New Zealand,"Đậu tươi được cấp đông nhằm giữ lại độ tươi ngọt ngon nhất khi đến tay người tiêu dùng, giúp việc tận hưởng rau củ hữu cơ mỗi ngày trở nên dễ dàng hơn, phù hợp với những ai đang tìm kiếm nguồn thực phẩm sử dụng thường xuyên cho chế độ ăn kiêng, giàu chất xơ","Lò vi sóng: Cho đậu đông lạnh vào bát dành cho lò vi sóng và đậy nắp. Làm nóng ở nhiệt độ cao trong 2 đến 3 phút. Sau đó để ráo, thêm gia vị và thưởng thức.
Nấu trên bếp: Đun sôi nước trong nồi, thêm đậu đông lạnh vào và đậy nắp. Đun lửa nhỏ trong vòng 2 đến 3 phút. Sau đó để ráo, thêm gia vị và thưởng thức.
* Lưu ý: Để có kết quả tốt nhất, không rã đông trước khi nấu. Nếu rã đông, nên nấu kịp thời",Giữ đông lạnh đến -18 độ C hoặc lạnh hơn,In trên bao bì
54,54,Sản phẩm được làm từ những trái bơ canh tác theo hướng hữu cơ,Việt Nam,"Bơ Booth có nhiều folate, cùng với vitamin E, vitamin A và Glutathione bên trong bơ nên tốt cho tim mạch. Ngoài ra, bơ còn giàu chất xơ, chứa hàm lượng protein cao và hàm lượng muối thấp. Vì thế, khi sử dụng với một lượng hợp lý mỗi ngày sẽ tốt cho sức khỏe","Dùng xay sinh tố, làm kem, trộn salad hoặc chế biến các món khác",Trữ đông ở -18 độ C,In trên bao bì
53,53,Không rõ,Việt Nam,"Dâu tây có hình dạng và màu sắc rất giống hình trái tim, và loại quả này cũng thực sự là tốt để bảo vệ trái tim của bạn, tăng lượng cholesterol HDL (tốt), giảm huyết áp và bảo vệ chống ung thư. Dâu tây rất giàu chất chống oxy hóa và các hợp chất thực vật, có lợi ích cho sức khỏe tim mạch và kiểm soát lượng đường trong máu","dùng làm sinh tố, salad, làm bánh hoặc chế biển các món khác",Bảo quản ở nhiệt độ -18 độ C,Xem trên bao bì
52,52,Chứng nhận hữu cơ BioGro của New Zealand,Trang trại tại New Zealand,"Táo Dazzle hữu cơ New Zealand là loại táo ăn liền với độ ngọt, giòn bất ngờ. Lớp vỏ ngoài căng bóng, có màu đỏ tươi cho thấy lượng anthocyanin trong táo Dazzle cao hơn so với các loại táo xanh khác. (Anthocyanin là một loại flavonoid, một họ các chất chống oxy hóa mạnh mẽ chống lại tác động của lão hóa và stress oxy hóa. Anthocyanin còn đóng một vai trò quan trọng trong việc phòng và hỗ trợ điều trị các bệnh về mắt, ngăn ngừa ung thư, bệnh tim phổi, bệnh xơ cứng động mạch, chống viêm..)
Táo Dazzle hữu cơ sinh trưởng tự nhiên ở New Zealand, hấp thụ ánh nắng mặt trời cùng nguồn dinh dưỡng không bị tác động từ bất kỳ hoá chất hay thuốc trừ sâu. Vì thế táo Dazzle hữu cơ không chỉ giàu vitamin C cùng chất xơ, mà còn có độ ngon thuần túy, phù hợp với mọi chế độ ăn uống và mọi lứa tuổi","Dùng trực tiếp, ép nước với các loại rau củ, làm bánh táo, làm salad...",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
51,51,Chứng nhận hữu cơ BioGro của New Zealand,Trang tại tại New Zealand,"Kiwi vàng (Sungold) Zespri quả to, tươi ngon, mọng nước, cầm cứng tay, vị ngọt ngọt xen lẫn chua dịu nhẹ thanh mát, đặc trưng của Kiwi không thể lẫn vào đâu được.
Giá trị dinh dưỡng của Kiwi:
•	Quả kiwi lại chứa gấp đôi lượng vitamin C so với quả cam. Do đó mỗi ngày, bạn chỉ cần ăn một quả kiwi là đã có đủ lượng vitamin C cần thiết. Ngoài ra, kiwi cũng là loại trái cây chứa nguồn vitamin E dồi dào, có tác dụng tốt cho tim mạch.
•	Quả kiwi có cùng lượng kali như quả chuối nhưng lại chỉ chứa một nửa lượng calo nên dẫn tới hàm lượng muối trong quả kiwi rất thấp và vẫn đảm bảo lượng kali cao – là chất có lợi để ổn định huyết áp và sức khỏe tim mạch.
•	Quả kiwi không những có hàm lượng lutein cao hơn các loại quả – mà các nghiên cứu gần đây còn cho thấy chất lutein có trong quả kiwi còn rất dễ hấp thụ, giúp ngăn ngừa việc giảm thị lực do tuổi tác. Bên cạnh đó, chỉ cần ăn 2-3 quả kiwi mỗi ngày là giảm được lượng tế bào bị tổn thương do căng thẳng gây ra; giảm được được sự tụ tập của các tiểu huyết cầu – vốn là một yếu tố có nguy cơ cao dẫn tới làm tắc động mạch và các mạch máu","Dùng trực tiếp, làm sinh tố, sốt, hay nguyên liệu làm bánh, salad...",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
50,50,Canh tác theo hướng hữu cơ,"Trang trại tại Dak Nong, Việt Nam","Quả bơ có chứa nhiều loại khoáng chất như kali, sắt, canxi, kẽm mangan, magie, selen và đồng có đến 14 loại vitamin cần thiết thiết yếu với cơ thể như A, C, E, B2, B6, B5. Các loại vitamin và khoáng chất này có tác dụng cung cấp những chất chống oxy hóa, ngăn ngừa da lão hóa, giúp phòng ngừa các bệnh ung thư hay đục thủy tinh thể","Ăn kèm với sữa đặc hoặc đường, làm sinh tố, mặt nạ,...",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
49,49,"Dưa bở được trồng theo hướng hữu cơ, không sử dụng phân bón hóa học, thuốc trừ sâu hóa học, thuốc diệt cỏ và các hóa chất kích thích tăng trưởng","Dưa bở được trồng tại trang trại Kim Sơn, Hà Nội","Dưa bở là một trong những loại quả vừa cung cấp dinh dưỡng cho cơ thể, vừa có tác dụng giải khát, thanh nhiệt và trị được nhiều bệnh. Dưa bở chứa nhiều canxi, magie, cực kỳ phù hợp để chữa chứng táo bón trẻ em, đa dạng các nhóm Vitamin B, phòng chống hiện tượng ngứa, nổi mề đay mùa nóng, làm đẹp da cho chị em",Không rõ,Không rõ,Không rõ
48,48,Global Gap,"Trang trại tại Ninh Thuận, Việt Nam","Ăn dưa lưới vào buổi sáng giúp cơ thể giải độc, điều tiết tốt hơn. Zeaxanthin trong dưa lưới còn có tác dụng bảo vệ da khỏi tia UV. Ngoài ra, dưa lưới còn là nguồn thực phẩm chứa beta-carotene, axit folic, kali, vitamin C và vitamin A giúp bạn cải thiện làn da trẻ trung và khỏe mạnh hơn","Dưa lưới có thể ăn trực tiếp hay làm nguyên liệu cho các món nước, bánh ngọt...",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
47,47,Đặc sản vùng miền,"Trang trại tại Nghệ An, Việt Nam","Dứa Hoàng Hậu hay còn gọi là Dứa Gai được trồng ở Nghệ An. Là loại dứa có thịt vàng, miếng dứa giòn và vị ngọt nhiều. Đây là một sản phẩm được Organica chọn lọc từ vùng đất có thời tiết khắc nghiệt ở Bắc Trung Bộ, mùa đông thì lạnh cóng và mùa hè thì bỏng rát với gió Lào. Mùa nào thức ấy, hi vọng đây sẽ là 1 sản phẩm theo mùa và được mọi người yêu thích để năm sau Organica mạnh dạn nhân trồng trong hệ thống vườn của mình","Dứa hoàng hậu trái nhỏ, ép nước rất ngon hoặc bổ miếng dứa ra thơm nức, chấm với xíu muối ớt",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
46,46,Canh tác theo hướng hữu cơ,Cổ Loa,"Ổi rất giàu các chất chống oxy hóa, vitamin C, kali và chất xơ. Chất xơ có thể làm giảm lượng cholesterol xấu, góp phần cải thiện các bệnh lý về tim mạch, hỗ trợ và cải thiện hệ thống tiêu hóa. Các chất chống oxy hóa trong ổi có thể bảo vệ làn da khỏi các vấn đề lão hóa. Ngoài ra, vitamin A và C cũng góp phần giúp da săn chắc, chống việc hình thành nếp nhăn, tăng cường chức năng của hệ thống miễn dịch","Ăn trực tiếp, làm nước ép, salad",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
45,45,Canh tác theo hướng hữu cơ,"Trang trại tại Nghệ An, Việt Nam","Cam Vinh quả tròn đều, mọng nước, vàng đều. Cam Vinh thường được dùng để ăn trực tiếp, ép lấy nước cam, xay lấy sinh tố. Phần vỏ cam ép lấy tinh dầu, làm mứt. Phần hạt cam cũng được dùng để làm nước gội đầu","Thanh long có thể ăn trực tiếp, làm nước ép, salad, nước sốt,...",Bảo quản nơi thoáng mát hoặc ngăn mát tủ lạnh,5 - 7 ngày tùy điều kiện bảo quản
44,44,đạt chứng nhận Fairtrade - Thương mại công bằng do châu Âu cấp và là sản phẩm được canh tác theo hướng bền vững,Daklak,"Bơ Booth có nhiều folate, cùng với vitamin E, vitamin A và Glutathione bên trong bơ nên tốt cho tim mạch. Ngoài ra, bơ còn giàu chất xơ, chứa hàm lượng protein cao và hàm lượng muối thấp. Vì thế, khi sử dụng với một lượng hợp lý mỗi ngày sẽ tốt cho sức khỏe","Dùng trực tiếp, làm sinh tố với các loại rau củ, làm bánh, làm salad...","Khi thấy vỏ màu xanh hơi ngả vàng, cầm bơ thấy mềm tay và còn chút đàn hồi là bơ đã chín. Có thể dùng trực tiếp hoặc bảo quản trong ngăn mát tủ lạnh được thêm 2 - 3 ngày",Không rõ
43,43,Canh tác theo hướng hữu cơ,Trang trại MaxOrganic,"Dâu tây có hình dạng và màu sắc rất giống hình trái tim, và loại quả này cũng thực sự là tốt để bảo vệ trái tim của bạn, tăng lượng cholesterol HDL (tốt), giảm huyết áp và bảo vệ chống ung thư. Dâu tây rất giàu chất chống oxy hóa và các hợp chất thực vật, có lợi ích cho sức khỏe tim mạch và kiểm soát lượng đường trong máu","Dâu tây có thể ăn trực tiếp, làm sinh tố,...",Bảo quản trong ngăn mát tủ lạnh,Không rõ
42,42,Sản phẩm được làm từ ngô ngọt canh tác hữu cơ,Việt Nam,"Bắp ngọt được xem là một loại thực phẩm vô cùng giàu dinh dưỡng, bao gồm protein, vitamin B, vitamin C và lượng lớn chất xơ, kali và các chất oxy hóa được coi là một nguồn cung cấp năng lượng tuyệt vời cho cơ thể","Ngô ngọt có thể hấp, xào, nấu soup, nấu chè, làm bánh...",Trữ đông ở -18 độ C,Không rõ
41,41,Sản phẩm được làm từ khoai tây canh tác hữu cơ,Việt Nam,"Khoai tây có thành phần dinh dưỡng và vitamin phong phú được mệnh danh là "" táo trong lòng đất"". Đặc biệt, do hàm lượng Kali cao, thúc đẩy loại bỏ Natri thừa nên khoai tây góp phần làm giảm huyết áp. Ngoài ra, khoai tây còn tăng cường chức năng đau dạ dày, từ đó ngăn chặn sự tích tụ chất thải nên có thể loại bỏ các yếu tố gây hai đến tuần hoàn máu","Khoai tây có thể hấp, nấu canh, ..",Trữ đông ở -18 độ C,Không rõ
40,40,Sản phẩm được làm từ hành tây canh tác hữu cơ,Việt Nam,"Hành tây cung cấp một nguồn vitamin C, B6, sắt, kali và mangan để bảo vệ cơ thể khỏi cái lạnh và cảm cúm. Ngoài ra còn giàu Organosulfurs và các Flavonoid có thể giúp ngăn ngừa bệnh tim và tăng cường sức khỏe tim mạch. Nhờ chứa nhiều vitamin A, E và C mà hành tây có thể hỗ trợ tăng cường sức khỏe và bảo vệ da","Dùng trong các món chiên, nướng, hấp, xào, kho, sốt. Cách chế biến hành tây thông dụng là trộn dầu giấm ăn sống, trộn chung trong đĩa salad, làm tăng hương vị cho các món gỏi (gỏi ngó sen, gỏi su hào, gỏi dưa leo, gỏi cóc…), hoặc chiên xào với các loại thịt, trứng, nấu súp, cà ri…",Trữ đông ở -18 độ C,Không rõ
39,39,Sản phẩm được làm từ khoai sọ canh tác hữu cơ,Việt Nam,Một trong những lợi ích to lớn nhất của khoai sọ là kích thích hoạt động tiêu hóa trong cơ thể. Ngăn ngừa các loại bệnh ung thư. Ngăn ngừa bệnh tiểu đường. Có lợi cho huyết áp và giúp tim khỏe mạnh,"Nấu các món chè, canh, làm trà sữa, chiên, cà ri",Trữ đông ở -18 độ C,Không rõ
38,38,Không rõ,"Trang trại tại Lâm Đồng, Việt Nam","Nấm đông cô có tác dụng chống ung thư nhờ hoạt chất lentinan, ngoài ra còn có tác dụng chống virus, chống oxy hóa, giảm lão hóa… Vì nấm đông cô có chứa nhiều chất cần thiết cho cơ thể nên được những người ăn chay đặc biệt yêu thích",Ngâm nấm trong nước cho mềm và chế biến món ăn,"Bảo quản nơi khô ráo, thoáng mát",1 năm kể từ ngày sản xuất
37,37,Không rõ,"Tây Ninh, Việt Nam","Nấm mộc nhĩ có chứa hàm lượng canxi cao, sắt, chất khoáng và vitamin, tính bình. Ngoài ra có công dụng làm mát và cầm máu; ăn mộc nhĩ rất tốt cho khí huyết, phổi, dạ dày và giúp nhuận tràng",Ngâm nấm trong nước cho mềm và chế biến món ăn,"Bảo quản nơi khô ráo, thoáng mát",1 năm kể từ ngày sản xuất
36,36,"Chứng nhận hữu cơ USDA, chứng nhận hữu cơ EU","Trang trại tại Thái Nguyên, Việt Nam","Nấm hương hữu cơ chứa các vitamin B1, B2, B6, B12, Kali, Sắt, Protein, Beta glucose và axit nucleic, lượng calo thấp, giàu chất xơ và khoáng chất giúp ngăn ngừa các bệnh về tim mạch, hỗ trợ giảm cân, tốt cho làn da, tăng cường hệ miễn dịch","Nấm hương dùng để chế biến được nhiều món ăn: soup, cháo, nấu lẩu, xào, kho",Bảo quản trong ngăn mát tủ lạnh,Sử dụng trong vòng 7 ngày
35,35,Canh tác theo hướng hữu cơ,"Trang trại tại Thái Nguyên, Việt Nam","Nấm đùi gà tốt cho hệ tiêu hóa, phòng chống bệnh tiểu đường, giúp tăng cường miễn dịch","Nấm đùi gà dùng để chế biến được nhiều món ăn: soup, cháo, nấu lẩu, xào, kho, chiên, rán",Bảo quản trong ngăn mát tủ lạnh,Sử dụng trong vòng 7 ngày
34,34,"Canh tác theo hướng hữu cơ - Quy trình được trồng hoàn toàn không sử dụng phân bón hóa học, thuốc diệt cỏ, thuốc bảo vệ thực vật và chất kích thích tăng trưởng","Trang trại tại Lâm Đồng, Việt Nam","Nấm mỡ có công dụng bổ tỳ, nhuận phế, hóa đàm, tiêu thực. Đây là thực phẩm thích hợp cho những người chán ăn, mệt mỏi do tỳ vị hư yếu, sản phụ thiếu sữa, người viêm phế quản mạn, viêm gan mạn và mắc hội chứng suy giảm bạch cầu.N
nấm mỡ rất giàu đạm, nguyên tố vi lượng và nhiều loại axit amin quý. Nó có tác dụng ức chế tụ cầu vàng, trực khuẩn thương hàn và trực khuẩn e.coli","Nấm mỡ là loại nấm ăn được trồng phổ biến nhất trên thế giới bởi chúng dễ trồng, có giá trị dinh dưỡng cao rất tốt cho cơ thể. Nấm chủ yếu được sử dụng trong chế biến các món ăn bằng cách chiên, xào, nấu, nướng… qua đó đem lại giá trị dinh dưỡng nhất định cho người sử dụng chúng",Bảo quản trong ngăn mát tủ lạnh,3 - 4 ngày tùy điều kiện bảo quản
33,33,Chứng nhận hữu cơ USDA,"Trang trại tại Cổ Loa, Hà Nội, Việt Nam","Rau thì là vừa là thảo mộc vừa là gia vị để tăng hương vị cho món ăn. Rau thì là rất giàu chất dinh dưỡng nên ngoài mục đích ẩm thực, chúng còn được sử dụng để điều trị các bệnh khác nhau, bao gồm các vấn đề về tiêu hóa, đau bụng ở trẻ sơ sinh và hôi miệng","Có thể dùng nấu canh cá, làm chả cá, canh cà chua,...",Bảo quản trong ngăn mát tủ lạnh,3 - 4 ngày tùy điều kiện bảo quản
32,32,Chứng nhận hữu cơ USDA,"Trang trại tại Cổ Loa, Hà Nội, Việt Nam","Ngò rí không chỉ tạo hương vị cho món ăn thêm hấp dẫn mà còn có nhiều công dụng cho sức khỏe. Hàm lượng vitamin C và beta-carotene có trong ngò rí giúp tăng đề kháng, ngăn tình trạng viêm nhiễm bên trong cơ thể, phòng ngừa các bệnh viêm khớp. Hợp chất Citronelol trong ngò rí có khả năng khử trùng mạnh, tiêu diệt vi khuẩn gây mùi trong khoang miệng. Ngò rí còn có các hợp chất chống oxy hóa mạnh, giúp bảo vệ các tế bào như flavonoid, myricetin, apigenin. Ăn ngò rí thường xuyên giúp giảm cholesterol gây hại trong máu",Không rõ,Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
31,31,Chứng nhận hữu cơ USDA,"Trang trại tại Long Thành, Đồng Nai, Việt Nam","Ớt làm tăng hương vị cho món ăn, bên cạnh đó còn có nhiều lợi ích cho sức khỏe: ngừa ung thư tuyến tiền liệt; tốt cho hệ tiêu hóa và hệ tim mạch; tăng cường miễn dịch; phù hợp cho người mắc bệnh tiểu đường","Ớt làm gia vị để khử tanh trong chiên, xào, nấu, ướp,...",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
30,30,"Đạt tiêu chuẩn hữu cơ USDA của Mỹ và EU của châu Âu, được chứng nhận bởi Control Union",Trang trại hữu cơ Organica tại Ba Vì,"Gừng sống ngọt, cay nhưng ấm, trong đông y có công dụng tán hàn ôn trung, phát hãn, làm ấm tỳ vị, chống nôn, sát khuẩn, giảm đau, chống viêm, còn có thể thư giãn mao mạch, tăng cường tuần hoàn máu, kích thích dạ dày hỗ trợ tiêu hóa","Củ gừng có vị cay và hương thơm đặc biệt, có thể dùng để điều vị thêm hương, là thứ gia vị vô cùng hấp dẫn và không thể thiếu trong cuộc sống. Gừng có thể ăn tươi hoặc chế biến vào các món ăn, ngâm muối, ngâm chua, gia công thành nước gừng, bột gừng, rượu gừng, gừng khô, hay chiết xuất hương liệu...",Không rõ,Không rõ
29,29,Chứng nhận hữu cơ USDA,"Trang trại tại Cổ Loa, Hà Nội, Việt Nam","Hỗn hợp rau gia vị hữu cơ gồm húng lũi, tía tô, kinh giới, húng quế...","Thích hợp dùng trong các món gỏi, cuốn hay dùng kèm với các món chiên, nướng",Bảo quản trong ngăn mát tủ lạnh,3 - 4 ngày tùy điều kiện bảo quản
28,28,Canh tác theo hướng hữu cơ,Đồng Tháp,"Hành lá giàu chất xơ giúp tiêu hóa tốt hơn. Hành lá giàu vitamin C và vitamin A, giúp tăng cường hệ thống miễn dịch và bảo vệ cơ thể khỏi nhiễm trùng","Hành lá được dùng làm nguyên liệu hay gia vị trong các món bánh, canh, salad",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
26,26,"Canh tác theo hướng hữu cơ - Quá trình canh tác hoàn toàn không sử dụng phân bón hóa học, thuốc diệt cỏ, thuốc bảo vệ thực vật và chất kích thích tăng trưởng","Trang trại tại Lạc Dương, Lâm Đồng","Bông cải xanh là chứa nhiều vitamin và khoáng chất và đặc biệt giàu protein hơn phần lớn các loại rau củ khác. Bông cải xanh còn chứa nhiều hợp chất caroten, giúp cải thiện và ngăn ngừa các bệnh về mắt","Bông cải xanh có thể chế biến theo nhiều cách, nhưng hấp là phương pháp chế biến giúp giữ lại nhiều dưỡng chất nhất",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
25,25,"Canh tác theo hướng hữu cơ - Quá trình canh tác hoàn toàn không sử dụng phân bón hóa học, thuốc diệt cỏ, thuốc bảo vệ thực vật và chất kích thích tăng trưởng",Trang trại tại Lạc Dương,"Bông cải trắng giàu dưỡng chất thực vật, giàu chất chống viêm, chống ung thư, tốt cho bệnh tim mạch, ngăn ngừa bệnh ở não","Bông cải trắng giàu dưỡng chất thực vật, giàu chất chống viêm, chống ung thư, tốt cho bệnh tim mạch, ngăn ngừa bệnh ở não",Bảo quản trong ngăn mát tủ lạnh,3 - 4 ngày tùy điều kiện bảo quản
24,24,Chứng nhận hữu cơ USDA,"Trang trại tại Cổ Loa, Hà Nội, Việt Nam","Cà chua có kích thước và màu sắc hấp dẫn, hương vị ngon ngọt và hàm lượng dinh dưỡng phong phú. Một số lợi ích sức khỏe cà chua: tăng cường sức khỏe tim mạch, ngăn ngừa ung thư, tốt cho chăm sóc tóc và da",Không rõ,Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
23,23,Canh tác theo hướng hữu cơ,"Trang trại Lạc Dương, Lâm Đồng","Ớt chuông có hàm lượng vitamin C cao hơn cả cam, chanh, đu đủ, dứa/ thơm. Tại Organica, chúng tôi trồng được những trái ớt chuông hữu cơ có cùi giày, ăn giòn ngọt không khác gì trái cây","Ăn trực tiếp, xào, ép nước, làm salad",Bảo quản trong ngăn mát tủ lạnh,Bảo quản trong ngăn mát tủ lạnh
22,22,Canh tác theo hướng hữu cơ,Canh tác theo hướng hữu cơ,"Một số lợi ích sức khỏe của đậu que: tăng cường sức khỏe tim mạch; ngăn ngừa ung thư ruột già và điều trị các vấn đề về dạ dày, ruột; cải thiện sức khỏe xương; tốt cho mắt. Vitamin B12, magie, chất xơ và folate trong đậu que giúp giảm cholesterol, ngừa bệnh cao huyết áp và thúc đẩy lưu thông tuần hoàn máu","Đậu que có thể xào với thịt, luộc chấm kho quẹt",Bảo quản trong ngăn mát tủ lạnh,Bảo quản trong ngăn mát tủ lạnh
21,21,Chứng nhận hữu cơ USDA,Trang trại Cổ Loa,Không rõ,"Mướp nhất là mướp hương là thực phẩm quen thuộc của người Việt. Mướp không chỉ dễ dàng chế biến thành những món ăn ngon như mướp xào lòng gà, mướp nấu canh hến, mướp xào mấm rơm, mướp nấu thịt, canh đậu phộng mướp… mà ăn mướp còn có nhiều tác dụng tốt cho sức khỏe.Có thể nấu canh mướp với móng giò, canh mướp nấu bình thường hoặc đơn giản là mướp đun nước sôi cho thêm một ít muối ăn uống hàng ngày",Bảo quản trong ngăn mát tủ lạnh,3 - 4 ngày tùy điều kiện bảo quản
20,20,Canh tác theo hướng hữu cơ,"Trang trại tại Lạc Dương, Lâm Đồng","Cà chua bi cherry vàng là nguồn cung cấp vitamin A và C tuyệt vời giúp ngăn ngừa bệnh quáng gà và tăng thị lực cho đôi mắt. Các lycopene trong cà chua ngăn chặn quá trình oxy hóa lipid (mỡ) trong huyết thanh, làm giảm các loại mỡ máu có hại như triglyceride và cholesterol tỷ trọng thấp. Cà chua bi cherry ít chất béo và không chứa cholesterol, ngoài ra còn có nhiều chất xơ và nước, do đó sẽ giúp bạn cảm thấy no và ít thèm ăn hơn","Cà chua bi cherry ngọt, dày thịt, nhiều nước rất thích hợp để ăn sống, nướng, làm salad hay xay sinh tố, ép nước...","Cà chua bi cherry ngọt, dày thịt, nhiều nước rất thích hợp để ăn sống, nướng, làm salad hay xay sinh tố, ép nước...",3 - 6 ngày tùy điều kiện bảo quản
19,19,"Canh tác theo hướng hữu cơ - Quá trình canh tác hoàn toàn không sử dụng phân bón hóa học, thuốc diệt cỏ, thuốc bảo vệ thực vật và chất kích thích tăng trưởng","Canh tác theo hướng hữu cơ - Quá trình canh tác hoàn toàn không sử dụng phân bón hóa học, thuốc diệt cỏ, thuốc bảo vệ thực vật và chất kích thích tăng trưởng","Cà chua bi socola socola có lớp vỏ màu nâu bên ngoài giống màu socola, hương vị rất đậm đà và vị ngọt thanh rất đặc biệt. Thích hợp ăn sống, dùng cùng món nướng, salad hay ép nước.
Cà chua socola này chứa hàm lượng chất chống oxy hóa cao hơn các loại khác, có tác dụng hạn chế các bệnh về tim mạch, làm chậm quá trình hình thành các tế bào ung thư trong cơ thể… Là nguồn cung cấp vitamin A và C tuyệt vời giúp ngăn ngừa bệnh quáng gà và tăng thị lực cho đôi mắt. Các lycopene trong cà chua ngăn chặn quá trình oxy hóa lipid (mỡ) trong huyết thanh, làm giảm các loại mỡ máu có hại như triglyceride và cholesterol tỷ trọng thấp. Cà chua socola ít chất béo và không chứa cholesterol, ngoài ra còn có nhiều chất xơ và nước, do đó sẽ giúp bạn cảm thấy no và ít thèm ăn hơn",Không rõ,Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
18,18,Canh tác theo hướng hữu cơ,"Trang trại tại Lạc Dương, Lâm Đồng","Bí đỏ là thực phẩm chứa nhiều chất xơ có tác dụng làm chậm tốc độ hấp thụ đường vào máu, cũng như thúc đẩy nhu động ruột thường xuyên và tiêu hóa trơn tru hơn. Với hàm lượng vitamin, khoáng chất và chất chống oxy hóa cao, bí đỏ hỗ trợ tăng cường hệ thống miễn dịch, bảo vệ thị lực, giảm nguy cơ mắc một số bệnh ung thư và tăng cường sức khỏe của trái tim và làn da","Bí đỏ ngoài nấu canh, súp, còn có thể chế biến các món ăn như bánh bí đỏ, flan bí đỏ, sữa bí đỏ, chè bí đỏ đậu xanh, thạch bí đỏ...",Bảo quản trong ngăn mát tủ lạnh,5 - 7 ngày tùy điều kiện bảo quản
17,17,Canh tác theo hướng hữu cơ,"Trang trại Lạc Dương, Lâm Đồng","Cà chua thường chứa rất nhiều giá trị dinh dưỡng tốt cho sức khỏe như Vitamin C, Vitamin A và đặc biệt loại quả này rất giàu Lycopene. Đây là một chất rất bổ dưỡng có trong cà chua chín. Chúng có vai trò đáng kể trong việc phòng ngừa các bệnh mãn tính như ung thư, bệnh tim mạch, loãng xương và bệnh tiểu đường","Làm Salad, ăn sống",Không rõ,3-6 ngày tùy điều kiện bảo quản
16,16,Được chứng nhận hữu cơ theo tiêu chuẩn USDA,Được chứng nhận hữu cơ theo tiêu chuẩn USDA,"Bổ sung các dưỡng chất thiết yếu cho cơ thể như vitamin C, vitamin B6, biotin, axit folic, chromium, canxi và chất xơ,...","Ngoài dùng để làm gia vị thì hành tím còn được chế biến thành nhiều món ngon như hành ngâm nguyên củ, hành muối xổi,...","Bảo quản nơi khô ráo, thoáng mát",7 đến 10 ngày
